uniprot_domain_id	uniprot_id	pfam_name	alignment_def	hmm_accession	hmm_name	hmm_type	hmm_clan_accession	hmm_clan_name
263	P27144	ADK	10:189	PF00406.17	ADK	Domain	CL0023	P-loop_NTPase
264	Q6NSJ2	PH	535:630	PF00169.24	PH	Domain	CL0266	PH
265	Q6ZS27	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	238:258,262:286,290:315	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
266	Q6ZS27	zf-H2C2_2+zf-H2C2_2	318:341,346:369	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
267	Q6ZS27	zf-H2C2_2	374:398	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
268	P32119	AhpC-TSA	8:140	PF00578.16	AhpC-TSA	Domain	CL0172	Thioredoxin
269	P32119	1-cysPrx_C	161:195	PF10417.4	1-cysPrx_C	Domain	\N	\N
270	Q8N8V4	Ank_2	38:120	PF12796.2	Ank_2	Family	CL0465	Ank
271	Q8N8V4	SAM_1	351:401	PF00536.25	SAM_1	Domain	CL0003	SAM
272	O60336	WD40	693:730	PF00400.27	WD40	Repeat	CL0186	Beta_propeller
273	Q9HAT8	Pellino	5:420	PF04710.9	Pellino	Family	\N	\N
274	O43194	7tm_1	59:344	PF00001.16	7tm_1	Family	CL0192	GPCR_A
275	P16383	GCFC	468:681	PF07842.7	GCFC	Family	\N	\N
276	Q9NR11	KRAB	4:44	PF01352.22	KRAB	Family	\N	\N
277	Q9NR11	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	295:319,322:347,350:375	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
278	Q9NR11	zf-H2C2_2+zf-H2C2_2	381:402,410:429	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
279	Q9NR11	zf-H2C2_2	434:459	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
280	Q9NYR8	adh_short	7:173	PF00106.20	adh_short	Domain	CL0063	\NADP_Rossmann
281	Q9UID3	Vps51	64:146	PF08700.6	Vps51	Family	CL0295	Vps51
282	Q9NPJ8	\NTF2	18:136	PF02136.15	\NTF2	Domain	CL0051	\NTF2
283	Q99767	PID	372:530	PF00640.18	PID	Domain	CL0266	PH
284	Q99767	PDZ	569:651	PF00595.19	PDZ	Domain	CL0466	PDZ-like
285	Q99767	PDZ	664:731	PF00595.19	PDZ	Domain	CL0466	PDZ-like
286	P07204	FXa_inhibition	245:280	PF14670.1	FXa_inhibition	Domain	CL0001	EGF
287	P07204	cEGF	305:327	PF12662.2	cEGF	Domain	CL0001	EGF
288	P07204	EGF_CA	325:360	PF07645.10	EGF_CA	Domain	CL0001	EGF
289	P07204	Tme5_EGF_like	406:439	PF09064.5	Tme5_EGF_like	Domain	CL0001	EGF
290	Q96N03	V-set	44:149	PF07686.12	V-set	Domain	CL0011	Ig
291	P56537	eIF-6	4:204	PF01912.13	eIF-6	Family	\N	\N
292	P17017	KRAB	4:44	PF01352.22	KRAB	Family	\N	\N
293	P17017	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	156:178,184:206,238:261	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
294	P17017	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	266:289,294:316,322:345	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
295	P17017	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	351:373,377:401,405:429	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
296	P17017	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	433:456,462:484,490:513	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
297	P17017	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	517:541,548:568,574:596	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
298	P17017	zf-H2C2_2	603:624	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
299	Q9NS71	BRICHOS	68:163	PF04089.9	BRICHOS	Domain	\N	\N
300	P16615	Cation_ATPase_N+E1-E2_ATPase	5:72,93:341	PF00690.21,PF00122.15	Cation_ATPase_N,E1-E2_ATPase	Domain,Family	\N	\N
301	P16615	Hydrolase_like2	418:527	PF13246.1	Hydrolase_like2	Family	CL0137	HAD
302	P16615	Hydrolase	564:713	PF00702.21	Hydrolase	Domain	CL0137	HAD
303	P16615	Cation_ATPase_C	783:985	PF00689.16	Cation_ATPase_C	Family	\N	\N
304	P51572	Bap31	1:224	PF05529.7	Bap31	Family	\N	\N
305	Q7Z406	Myosin_head	108:788	PF00063.16	Myosin_head	Domain	CL0023	P-loop_NTPase
306	Q7Z406	Myosin_tail_1	1091:1947	PF01576.14	Myosin_tail_1	Family	\N	\N
307	O14960	Peptidase_M23	51:140	PF01551.17	Peptidase_M23	Family	CL0105	Hybrid
308	Q5SY80	CATSPERD	181:923	PF15020.1	CATSPERD	Family	\N	\N
309	Q9BSF4	DUF2366	23:187	PF10171.4	DUF2366	Family	\N	\N
310	Q8WXG9	Calx-beta	134:236	PF03160.9	Calx-beta	Domain	\N	\N
311	Q8WXG9	Calx-beta	995:1092	PF03160.9	Calx-beta	Domain	\N	\N
312	Q8WXG9	Laminin_G_3	1346:1495	PF13385.1	Laminin_G_3	Domain	CL0004	Concanavalin
313	Q8WXG9	Calx-beta	1564:1665	PF03160.9	Calx-beta	Domain	\N	\N
314	Q8WXG9	Calx-beta	1728:1808	PF03160.9	Calx-beta	Domain	\N	\N
315	Q8WXG9	Calx-beta	1969:2078	PF03160.9	Calx-beta	Domain	\N	\N
316	Q8WXG9	Calx-beta	2109:2206	PF03160.9	Calx-beta	Domain	\N	\N
317	Q8WXG9	Calx-beta	2597:2675	PF03160.9	Calx-beta	Domain	\N	\N
318	Q8WXG9	Calx-beta	2825:2925	PF03160.9	Calx-beta	Domain	\N	\N
319	Q8WXG9	Calx-beta	2949:3047	PF03160.9	Calx-beta	Domain	\N	\N
320	Q8WXG9	EPTP	3395:3439	PF03736.12	EPTP	Repeat	\N	\N
321	Q8WXG9	Calx-beta	3584:3625	PF03160.9	Calx-beta	Domain	\N	\N
322	Q8WXG9	Calx-beta	4021:4122	PF03160.9	Calx-beta	Domain	\N	\N
323	Q8WXG9	Calx-beta	4257:4353	PF03160.9	Calx-beta	Domain	\N	\N
324	Q8WXG9	Calx-beta	4389:4488	PF03160.9	Calx-beta	Domain	\N	\N
325	Q8WXG9	Calx-beta	5006:5095	PF03160.9	Calx-beta	Domain	\N	\N
326	Q8WXG9	Calx-beta	5288:5332	PF03160.9	Calx-beta	Domain	\N	\N
327	Q8WXG9	GPS	5853:5896	PF01825.16	GPS	Family	\N	\N
328	Q8WXG9	7tm_2	5915:6148	PF00002.19	7tm_2	Family	CL0192	GPCR_A
329	Q2I0M4	LRR_8	72:131	PF13855.1	LRR_8	Repeat	CL0022	LRR
330	Q2I0M4	LRR_8	144:201	PF13855.1	LRR_8	Repeat	CL0022	LRR
331	Q7Z7G8	Chorein_N	2:115	PF12624.2	Chorein_N	Family	\N	\N
332	Q7Z7G8	DUF1162	2631:2714	PF06650.7	DUF1162	Family	\N	\N
333	Q7Z7G8	ATG_C	3738:3825	PF09333.6	ATG_C	Family	\N	\N
334	Q9HBL7	DUF2368	1:135	PF10166.4	DUF2368	Family	\N	\N
335	Q86UN2	LRR_8	101:161	PF13855.1	LRR_8	Repeat	CL0022	LRR
336	Q86UN2	LRR_8	198:255	PF13855.1	LRR_8	Repeat	CL0022	LRR
337	Q9NSI6	WD40	182:214,219:255,262:301,360:395	PF00400.27,PF00400.27,PF00400.27,PF00400.27	WD40,WD40,WD40,WD40	Repeat,Repeat,Repeat,Repeat	CL0186,CL0186,CL0186,CL0186	Beta_propeller,Beta_propeller,Beta_propeller,Beta_propeller
338	Q9NSI6	Bromodomain	1166:1252	PF00439.20	Bromodomain	Domain	\N	\N
339	Q9NSI6	Bromodomain	1322:1402	PF00439.20	Bromodomain	Domain	\N	\N
340	Q8WVM0	RrnaAD	29:278	PF00398.15	RrnaAD	Domain	CL0063	\NADP_Rossmann
341	Q9H106	V-set	31:139	PF07686.12	V-set	Domain	CL0011	Ig
342	P51816	AF-4	18:1309	PF05110.8	AF-4	Family	\N	\N
343	Q9BZD2	\Nucleoside_tran	172:472	PF01733.13	\Nucleoside_tran	Family	CL0015	MFS
344	Q96MW7	CENP-B_N	9:60	PF04218.8	CENP-B_N	Domain	CL0123	HTH
345	Q96MW7	HTH_Tnp_Tc5	80:147	PF03221.11	HTH_Tnp_Tc5	Domain	CL0123	HTH
346	Q96MW7	DDE_1	178:403	PF03184.14	DDE_1	Family	CL0219	RNase_H
347	Q14679	TTL	655:940	PF03133.10	TTL	Family	CL0179	ATP-grasp
348	P54792	DIX	1:83	PF00778.12	DIX	Family	\N	\N
349	P54792	Dishevelled	144:215	PF02377.10	Dishevelled	Family	\N	\N
350	P54792	PDZ	252:335	PF00595.19	PDZ	Domain	CL0466	PDZ-like
351	P54792	DEP	403:472	PF00610.16	DEP	Domain	\N	\N
352	P54792	Dsh_C	478:660	PF12316.3	Dsh_C	Family	\N	\N
353	Q9P2R3	BTB	60:156	PF00651.26	BTB	Domain	CL0033	POZ
354	Q9P2R3	Ank_2	293:397,443:520,547:651,729:831,910:994	PF12796.2,PF12796.2,PF12796.2,PF12796.2,PF12796.2	Ank_2,Ank_2,Ank_2,Ank_2,Ank_2	Family,Family,Family,Family,Family	CL0465,CL0465,CL0465,CL0465,CL0465	Ank,Ank,Ank,Ank,Ank
355	Q9P2R3	FYVE	1108:1163	PF01363.16	FYVE	Domain	CL0390	zf-FYVE-PHD
356	Q86TJ5	KRAB	45:85	PF01352.22	KRAB	Family	\N	\N
357	Q86TJ5	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	338:363,367:390,394:417	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
358	Q86TJ5	zf-H2C2_2+zf-H2C2_2	426:446,450:474	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
359	Q86TJ5	zf-H2C2_2	478:502	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
360	Q9UL54	Pkinase	30:281	PF00069.20	Pkinase	Domain	CL0016	PKinase
361	O75386	Tub	195:436	PF01167.13	Tub	Domain	CL0395	Tubby_C
362	Q15126	P-mevalo_kinase	14:125	PF04275.9	P-mevalo_kinase	Family	\N	\N
363	P28068	MHC_II_beta	27:105	PF00969.14	MHC_II_beta	Domain	CL0343	MHC
364	P28068	C1-set	125:203	PF07654.10	C1-set	Domain	CL0011	Ig
365	Q7RTN6	Pkinase	69:379	PF00069.20	Pkinase	Domain	CL0016	PKinase
366	Q5GAN3	RnaseA	29:146	PF00074.15	RnaseA	Domain	\N	\N
367	Q8NAM6	SCAN	40:129	PF02023.12	SCAN	Family	\N	\N
368	Q8NAM6	zf-H2C2_2+zf-H2C2_2	326:349,354:379	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
369	Q8NAM6	zf-H2C2_2	382:405	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
370	P22492	Linker_histone	43:113	PF00538.14	Linker_histone	Domain	\N	\N
371	O95620	Dus	31:293	PF01207.12	Dus	Family	CL0036	TIM_barrel
372	O94898	LRR_8	144:192	PF13855.1	LRR_8	Repeat	CL0022	LRR
373	O94898	LRR_8	240:299	PF13855.1	LRR_8	Repeat	CL0022	LRR
374	O94898	LRR_8	336:398	PF13855.1	LRR_8	Repeat	CL0022	LRR
375	O94898	Ig_2	497:598	PF13895.1	Ig_2	Domain	CL0011	Ig
376	O94898	I-set	602:692	PF07679.11	I-set	Domain	CL0011	Ig
377	O94898	I-set	696:783	PF07679.11	I-set	Domain	CL0011	Ig
378	Q8N743	Ig_2	28:117	PF13895.1	Ig_2	Domain	CL0011	Ig
379	Q8N743	ig	237:294	PF00047.20	ig	Domain	CL0011	Ig
380	O43678	L51_S25_CI-B8	33:83	PF05047.11	L51_S25_CI-B8	Domain	\N	\N
381	Q8NGG0	7tm_4	139:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
382	Q569H4	DUF4589	53:304	PF15252.1	DUF4589	Family	\N	\N
383	Q8WVD5	zf-RING_2	153:192	PF13639.1	zf-RING_2	Domain	CL0229	RING
384	Q8IZL9	Pkinase	4:288	PF00069.20	Pkinase	Domain	CL0016	PKinase
385	Q92629	Sarcoglycan_1	21:282	PF04790.8	Sarcoglycan_1	Family	\N	\N
386	P49903	AIRS	68:164	PF00586.19	AIRS	Domain	\N	\N
387	P49903	AIRS_C	193:367	PF02769.17	AIRS_C	Domain	\N	\N
388	Q12894	IFRD	96:405	PF05004.8	IFRD	Family	CL0020	TPR
389	Q12894	IFRD_C	450:505	PF04836.7	IFRD_C	Family	\N	\N
390	Q5JTZ9	tRNA-synt_2c	42:624	PF01411.14	tRNA-synt_2c	Family	CL0040	tRNA_synt_II
391	Q5JTZ9	tRNA_SAD	721:778	PF07973.9	tRNA_SAD	Domain	\N	\N
392	P30504	MHC_I	25:203	PF00129.13	MHC_I	Domain	CL0343	MHC
393	P30504	C1-set	218:294	PF07654.10	C1-set	Domain	CL0011	Ig
394	P30504	MHC_I_C	338:365	PF06623.6	MHC_I_C	Family	\N	\N
395	P42679	SH3_1	64:99	PF00018.23	SH3_1	Domain	CL0010	SH3
396	P42679	SH2	122:196	PF00017.19	SH2	Domain	CL0541	SH2-like
397	P42679	Pkinase_Tyr	235:478	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
398	Q15906	YL1	6:217	PF05764.8	YL1	Family	\N	\N
399	Q15906	YL1_C	291:319	PF08265.6	YL1_C	Domain	\N	\N
400	Q9Y2Q0	E1-E2_ATPase	105:369	PF00122.15	E1-E2_ATPase	Family	\N	\N
401	Q9Y2Q0	HAD	406:810	PF12710.2	HAD	Family	CL0137	HAD
402	Q8NEF9	BUD22	369:428	PF09073.5	BUD22	Family	\N	\N
403	Q96R28	7tm_4	140:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
404	A6NGH8	Ank_2	142:228,259:306	PF12796.2,PF12796.2	Ank_2,Ank_2	Family,Family	CL0465,CL0465	Ank,Ank
405	A6NFD8	HLH	58:150	PF00010.21	HLH	Domain	\N	\N
406	A6NFD8	Hairy_orange	170:211	PF07527.8	Hairy_orange	Domain	\N	\N
407	Q8N9F7	GDPD	45:176	PF03009.12	GDPD	Family	CL0384	PLC
408	Q99941	bZIP_1	324:385	PF00170.16	bZIP_1	Family	CL0018	bZIP
409	A6NDI0	zf-C3HC4_4	15:55	PF15227.1	zf-C3HC4_4	Domain	CL0229	RING
410	A6NDI0	zf-B_box	88:129	PF00643.19	zf-B_box	Domain	\N	\N
411	A6NDI0	SPRY	338:449	PF00622.23	SPRY	Family	\N	\N
412	P07900	HATPase_c	42:192	PF02518.21	HATPase_c	Domain	CL0025	His_Kinase_A
413	P07900	HSP90	196:732	PF00183.13	HSP90	Family	\N	\N
414	P31327	CPSase_sm_chain	45:183	PF00988.17	CPSase_sm_chain	Domain	\N	\N
415	P31327	GATase	222:395	PF00117.23	GATase	Domain	CL0014	Glutaminase_I
416	P31327	CPSase_L_chain+CPSase_L_D2+CPSase_L_D3	422:541,546:749,840:962	PF00289.17,PF02786.12,PF02787.14	CPSase_L_chain,CPSase_L_D2,CPSase_L_D3	Domain,Domain,Domain	\N	\N
417	P31327	CPSase_L_chain+CPSase_L_D2	976:1082,1088:1290	PF00289.17,PF02786.12	CPSase_L_chain,CPSase_L_D2	Domain,Domain	\N	\N
418	P31327	MGS	1374:1465	PF02142.17	MGS	Domain	\N	\N
419	P50552	WH1	4:109	PF00568.18	WH1	Domain	CL0266	PH
420	P50552	VASP_tetra	341:379	PF08776.6	VASP_tetra	Domain	\N	\N
421	Q9BZJ8	7tm_1	59:341	PF00001.16	7tm_1	Family	CL0192	GPCR_A
422	Q6UWF7	\Neurexophilin	130:259	PF06312.7	\Neurexophilin	Family	CL0159	E-set
423	Q6IQ20	Lactamase_B_2	144:344	PF12706.2	Lactamase_B_2	Domain	CL0381	Metallo-HOrase
424	P10619	Peptidase_S10	39:476	PF00450.17	Peptidase_S10	Domain	CL0028	AB_hydrolase
425	O15232	VWA	83:250	PF00092.23	VWA	Domain	CL0128	vWA-like
426	O15232	FXa_inhibition+FXa_inhibition	310:346,352:388	PF14670.1,PF14670.1	FXa_inhibition,FXa_inhibition	Domain,Domain	CL0001,CL0001	EGF,EGF
427	O15232	FXa_inhibition	394:430	PF14670.1	FXa_inhibition	Domain	CL0001	EGF
428	O15232	Matrilin_ccoil	438:484	PF10393.4	Matrilin_ccoil	Domain	\N	\N
429	Q5R3F8	LRR_8	80:139	PF13855.1	LRR_8	Repeat	CL0022	LRR
430	Q9BU68	ATAD4	7:89	PF15321.1	ATAD4	Family	\N	\N
431	Q9P225	DHC_N1	238:392	PF08385.7	DHC_N1	Family	\N	\N
432	Q9P225	DHC_N1	413:718	PF08385.7	DHC_N1	Family	\N	\N
433	Q9P225	DHC_N2	1218:1629	PF08393.8	DHC_N2	Family	\N	\N
434	Q9P225	AAA_6	1765:1994	PF12774.2	AAA_6	Family	CL0023	P-loop_NTPase
435	Q9P225	AAA_5	2080:2221	PF07728.9	AAA_5	Domain	CL0023	P-loop_NTPase
436	Q9P225	AAA_7	2380:2647	PF12775.2	AAA_7	Family	CL0023	P-loop_NTPase
437	Q9P225	AAA_8	2732:2993	PF12780.2	AAA_8	Domain	CL0023	P-loop_NTPase
438	Q9P225	MT	3006:3338	PF12777.2	MT	Domain	\N	\N
439	Q9P225	AAA_9	3360:3586	PF12781.2	AAA_9	Domain	CL0023	P-loop_NTPase
440	Q9P225	Dynein_heavy	3722:4423	PF03028.10	Dynein_heavy	Domain	\N	\N
441	O14931	V-set	19:127	PF07686.12	V-set	Domain	CL0011	Ig
442	A8MQ27	\Neuralized	40:106	PF07177.7	\Neuralized	Family	\N	\N
443	A8MQ27	\Neuralized	280:347	PF07177.7	\Neuralized	Family	\N	\N
444	A8MQ27	zf-C3HC4_3	500:549	PF13920.1	zf-C3HC4_3	Domain	CL0229	RING
445	P14416	7tm_1	51:426	PF00001.16	7tm_1	Family	CL0192	GPCR_A
446	Q14314	Fibrinogen_C	210:435	PF00147.13	Fibrinogen_C	Domain	CL0422	Fibrinogen_C
447	B2RNN3	Collagen	25:81	PF01391.13	Collagen	Repeat	\N	\N
448	B2RNN3	C1q	203:329	PF00386.16	C1q	Domain	CL0100	C1q_TNF
449	Q92841	DEAD	195:365	PF00270.24	DEAD	Domain	CL0023	P-loop_NTPase
450	Q92841	Helicase_C	438:512	PF00271.26	Helicase_C	Family	CL0023	P-loop_NTPase
451	O14669	Gla	55:95	PF00594.15	Gla	Domain	\N	\N
452	Q9Y2H0	GKAP	654:992	PF03359.8	GKAP	Family	\N	\N
453	Q9H765	Ank_5	40:93	PF13857.1	Ank_5	Domain	CL0465	Ank
454	Q9H765	Ank_2	96:178	PF12796.2	Ank_2	Family	CL0465	Ank
455	Q9H765	SOCS_box	247:286	PF07525.11	SOCS_box	Domain	\N	\N
456	Q86UY8	5_nucleotid	85:531	PF05761.9	5_nucleotid	Family	CL0137	HAD
457	Q9H5K3	Pkinase_Tyr	83:194	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
458	P30487	MHC_I	25:203	PF00129.13	MHC_I	Domain	CL0343	MHC
459	P30487	C1-set	219:294	PF07654.10	C1-set	Domain	CL0011	Ig
460	P30487	MHC_I_C	337:362	PF06623.6	MHC_I_C	Family	\N	\N
461	Q8IVF7	Drf_GBD	28:144	PF06371.8	Drf_GBD	Domain	CL0020	TPR
462	Q8IVF7	Drf_GBD+Drf_FH3	221:278,281:478	PF06371.8,PF06367.11	Drf_GBD,Drf_FH3	Domain,Domain	CL0020,CL0020	TPR,TPR
463	Q8IVF7	FH2	562:926	PF02181.18	FH2	Family	\N	\N
464	Q6Q759	PapD-like	2076:2150	PF14874.1	PapD-like	Domain	\N	\N
465	Q13133	zf-C4	97:164	PF00105.13	zf-C4	Domain	\N	\N
466	Q13133	Hormone_recep	244:427	PF00104.25	Hormone_recep	Domain	\N	\N
467	Q96KS9	DUF3259	130:214	PF11652.3	DUF3259	Family	\N	\N
468	P35030	Trypsin	81:296	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
469	Q99590	zf-RING_2	40:80	PF13639.1	zf-RING_2	Domain	CL0229	RING
470	Q9NU39	Fork_head	107:202	PF00250.13	Fork_head	Domain	\N	\N
471	Q09160	MHC_I	25:203	PF00129.13	MHC_I	Domain	CL0343	MHC
472	Q09160	C1-set	219:294	PF07654.10	C1-set	Domain	CL0011	Ig
473	Q09160	MHC_I_C	339:364	PF06623.6	MHC_I_C	Family	\N	\N
474	P0CJ85	Homeobox	20:74	PF00046.24	Homeobox	Domain	CL0123	HTH
475	P0CJ85	Homeobox	95:149	PF00046.24	Homeobox	Domain	CL0123	HTH
476	O94892	KRAB	8:48	PF01352.22	KRAB	Family	\N	\N
477	O94892	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	193:215,220:243,276:298	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
478	O94892	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	303:327,334:356,363:383	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
479	O94892	zf-C2H2+zf-H2C2_2	401:423,446:466	PF00096.21,PF13465.1	zf-C2H2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
480	O94892	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	474:494,500:523,527:551	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
481	O94892	zf-H2C2_2	585:607	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
482	O94892	zf-H2C2_2	614:636	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
483	Q9NS67	7tm_1	35:337	PF00001.16	7tm_1	Family	CL0192	GPCR_A
484	Q495M3	Aa_trans	53:462	PF01490.13	Aa_trans	Family	CL0062	APC
485	Q8WWM7	SM-ATX	122:191	PF14438.1	SM-ATX	Domain	CL0527	Sm-like
486	Q8WWM7	LsmAD	264:333	PF06741.8	LsmAD	Domain	\N	\N
487	Q8WWM7	PAM2	654:669	PF07145.10	PAM2	Motif	\N	\N
488	O60347	RabGAP-TBC	488:710	PF00566.13	RabGAP-TBC	Family	\N	\N
489	Q5XKR9	FAM104	7:114	PF15434.1	FAM104	Family	\N	\N
490	Q9H0Q3	ATP1G1_PLM_MAT8	24:72	PF02038.11	ATP1G1_PLM_MAT8	Family	\N	\N
491	Q15562	TEA	20:439	PF01285.13	TEA	Family	\N	\N
492	Q86VD7	Mito_carr	31:120	PF00153.22	Mito_carr	Family	\N	\N
493	Q86VD7	Mito_carr	129:216	PF00153.22	Mito_carr	Family	\N	\N
494	Q86VD7	Mito_carr	224:314	PF00153.22	Mito_carr	Family	\N	\N
495	Q9GZV8	zf-H2C2_2	475:499	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
496	Q9GZV8	zf-H2C2_2	504:528	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
497	Q9NZJ6	Methyltransf_23	130:303	PF13489.1	Methyltransf_23	Domain	CL0063	\NADP_Rossmann
498	A6NI61	DUF3522	3:185	PF12036.3	DUF3522	Family	\N	\N
499	P46783	S10_plectin	3:99	PF03501.10	S10_plectin	Domain	\N	\N
500	P62993	SH3_1	4:49	PF00018.23	SH3_1	Domain	CL0010	SH3
501	P62993	SH2	60:135	PF00017.19	SH2	Domain	CL0541	SH2-like
502	P62993	SH3_1	162:206	PF00018.23	SH3_1	Domain	CL0010	SH3
503	Q96I45	TMEM141	6:96	PF15110.1	TMEM141	Family	\N	\N
504	O75489	Complex1_30kDa	96:200	PF00329.14	Complex1_30kDa	Family	\N	\N
505	Q9Y253	IMS	12:227	PF00817.15	IMS	Family	\N	\N
506	Q9Y253	IMS_C	308:389	PF11799.3	IMS_C	Domain	\N	\N
507	P05114	HMG14_17	2:96	PF01101.13	HMG14_17	Family	\N	\N
508	Q8TF72	PDZ	34:106	PF00595.19	PDZ	Domain	CL0466	PDZ-like
509	Q8TF72	ASD1	883:1066	PF08688.5	ASD1	Family	\N	\N
510	Q8TF72	ASD2	1671:1956	PF08687.6	ASD2	Family	\N	\N
511	Q9BQA9	DUF4564	1:183	PF15169.1	DUF4564	Family	\N	\N
512	Q96SZ4	SCAN	2:74	PF02023.12	SCAN	Family	\N	\N
513	Q96SZ4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	481:505,510:533,537:561	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
514	Q96SZ4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	565:589,593:618,621:645	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
515	Q96SZ4	zf-C2H2	697:719	PF00096.21	zf-C2H2	Domain	CL0361	C2H2-zf
516	P07333	ig	217:280	PF00047.20	ig	Domain	CL0011	Ig
517	P07333	Ig_3	412:489	PF13927.1	Ig_3	Domain	CL0011	Ig
518	P07333	Pkinase_Tyr	582:910	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
519	Q9NPR9	Lung_7-TM_R	215:503	PF06814.8	Lung_7-TM_R	Family	CL0192	GPCR_A
520	Q99743	HLH	10:57	PF00010.21	HLH	Domain	\N	\N
521	Q99743	PAS	85:156	PF00989.19	PAS	Domain	CL0183	PAS_Fold
522	Q99743	PAS_11	249:352	PF14598.1	PAS_11	Domain	CL0183	PAS_Fold
